param,initial_low,initial_high,nroy_min,nroy_max,nroy_p05,nroy_p95,shrink_pct
alpha_mean,0.57,0.92,0.6060782115709861,0.860383968564568,0.6255783790412786,0.8565139344558687,27.341212287548032
alpha_std,0.03,0.13,0.0382857584720776,0.1107469712075244,0.0397130656807313,0.10908160881151097,27.53878726455321
wage,0.9,1.45,0.9811912452815864,1.2387031647326416,0.9935215444728733,1.2187079377098249,53.17965100889904
productivity,0.95,1.95,1.043022569009319,1.4088483452218172,1.057005579733964,1.4028433798161353,63.41742237875017
loan_rate,0.012,0.073,0.0198088843171811,0.0646325640185123,0.025425150348134005,0.06422585472025348,26.518557866670157
deposit_rate,0.001,0.028,0.0044728483050776,0.0247688138170992,0.00473142464019555,0.022707595127172693,24.829757362882955
bank_credit_multiplier,4.2,14.0,6.351579209453121,11.849735798528698,6.415331814085106,11.67027719549425,43.8963613359635
hh_debt_cap_multiplier,2.1,4.8,2.434842305400109,4.534759554021669,2.564747260086868,4.459921322491579,22.225287088090372
firm_debt_cap_multiplier,1.6,4.8,2.0774261853363605,4.317728683727724,2.1450671394525718,4.2714106495091935,29.99054692526988
adaptation_rate,0.25,0.95,0.3326171233448198,0.793600927623439,0.34159784041581703,0.7822635560917248,34.14517081734011
price_elasticity,0.95,2.9,1.220293122497844,2.5724139810677737,1.2902908842086596,2.516596081755839,30.660468791285645
skill_wage_weight,0.03,0.49,0.0925390930830668,0.4257701876300894,0.10046060547704996,0.41341866097985575,27.558457707168994
demand_smoothing,0.06,0.35,0.0855620716364503,0.2964228251334749,0.09509354601793564,0.28170511297892115,27.289395345853585
price_adjust_speed,0.08,0.45,0.1273804517007211,0.3559087113681952,0.1357058439388782,0.34953597496823785,38.23560549527727
price_stickiness,0.45,0.9,0.5334085568621217,0.846637097358264,0.560800462982238,0.8398513708944244,30.393657667523943
max_price_step,0.04,0.22,0.0758024850103565,0.2018461039951786,0.07807049795187172,0.19916693849275033,29.975767230654384
inventory_target_days,0.8,2.8,0.9836608038510658,2.4845276223844546,1.0476255849190117,2.4715522642740075,24.956659073330545
demand_expectation_memory,0.15,0.65,0.2213717332937118,0.601100896274738,0.23812572689977884,0.5919145187333467,24.054167403794768
max_hire_per_step,3.0,12.0,3.991257073277508,10.401103993787752,4.06620345749014,10.272313170772259,28.77947866099729
max_fire_per_step,3.0,12.0,3.826977632534489,11.183775514463417,4.05896571229083,10.189595258971817,18.2578013119008
hh_max_dsr,0.2,0.65,0.2565353088581541,0.5922691064394312,0.2756858447301494,0.5858722862646633,25.39248942638287
firm_max_dsr,0.6,2.2,0.9223735451486444,1.9214044132896624,0.949935692952398,1.8791311194539557,37.56057074118638
firm_reentry_lag,0.0,4.0,0.9454813709274132,3.5590624800893664,0.9943943532678752,3.5297704074075416,34.66047227095117
firm_reentry_cash_fraction,0.2,0.85,0.2499900801334783,0.7365747810487538,0.2608396046843033,0.7270252655308713,25.14081524380375
consumption_memory,0.15,0.75,0.2276924432791492,0.6600839792912355,0.2465709855936517,0.6518145849568481,27.9347439979856
precautionary_saving,0.03,0.35,0.0753788517984233,0.2914654980689988,0.07938387409424724,0.28727442501866596,32.472923040445146
consumption_floor_prop,0.0,0.35,0.0415884755871276,0.2710412765532036,0.05280107084538191,0.26515878520495784,34.44205686683542
consumption_ceiling_prop,1.0,2.8,1.078968172430894,2.3810286218771624,1.1040971698757927,2.3643234743529713,27.663308364096196
unemployed_consumption_penalty,0.05,0.45,0.1078625619336877,0.4176326209702701,0.12682966227611003,0.4068894812960675,22.5574852408544
unemployment_transfer,0.0,0.25,0.0538825651325155,0.2301670058601191,0.0646979781272639,0.22858050947691094,29.48622370895856
