component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,108,6,0.05555555555555555,0.19444444444444445,0.13194444444444445,4,4
CU,0.2,108,15,0.1388888888888889,0.19444444444444445,0.13194444444444445,4,4
CU,0.3,108,15,0.1388888888888889,0.19444444444444445,0.13194444444444445,4,4
CU,0.4,108,21,0.19444444444444445,0.19444444444444445,0.13194444444444445,4,4
EV,0.1,108,12,0.1111111111111111,0.3888888888888889,0.2569444444444444,2,2
EV,0.2,108,24,0.2222222222222222,0.3888888888888889,0.2569444444444444,2,2
EV,0.3,108,33,0.3055555555555556,0.3888888888888889,0.2569444444444444,2,2
EV,0.4,108,42,0.3888888888888889,0.3888888888888889,0.2569444444444444,2,2
MD,0.1,108,21,0.19444444444444445,0.6111111111111112,0.4305555555555556,1,1
MD,0.2,108,42,0.3888888888888889,0.6111111111111112,0.4305555555555556,1,1
MD,0.3,108,57,0.5277777777777778,0.6111111111111112,0.4305555555555556,1,1
MD,0.4,108,66,0.6111111111111112,0.6111111111111112,0.4305555555555556,1,1
OU,0.1,108,15,0.1388888888888889,0.3055555555555556,0.2152777777777778,3,3
OU,0.2,108,18,0.16666666666666666,0.3055555555555556,0.2152777777777778,3,3
OU,0.3,108,27,0.25,0.3055555555555556,0.2152777777777778,3,3
OU,0.4,108,33,0.3055555555555556,0.3055555555555556,0.2152777777777778,3,3
