metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,5.11104,5.11104,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,10.22208,10.22208,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,10.22208,10.22208,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.0596288,0.0596288,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.0023232,0.0023232,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.007744000000000001,0.007744000000000001,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.038720000000000004,0.038720000000000004,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.015488000000000002,0.015488000000000002,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.023232,0.023232,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.1796608,0.1796608,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,1.796608,1.796608,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,0.898304,0.898304,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,5.993856,5.993856,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.092928,0.092928,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.27104,0.27104,0.0,fixed_baseline,0,,,
CreditRejections_mean,80.0,10.0,15.488000000000001,15.488000000000001,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.054208000000000006,0.054208000000000006,0.0,fixed_baseline,0,,,
