,Employment,UnemploymentRate,WageBill,Output,Production,Consumption,Transfers,UnemploymentTransfers,HH_Deposit,HH_Debt,Firm_Debt,Firm_Cash,Inventories,AvgPrice,AvgMarkup,PriceDispersion,InventoryGap,SalesForecastError,InventoryTurnover,CreditRequests,CreditRejections,CreditRejectionRate,FirmDowntimeShare,ReentryCount,Bank_Equity,Bank_Loans,Bank_Deposits,BankFailed,BankResolved,BankResolutionAmount,BankResolutionHaircut,BankBailedOut,BankBailoutAmount,Defaults,DefaultsHH,DefaultsFirm,BalanceOK
0,100,0.0,120.1608824806998,100.8643876324229,100.8643876324229,218.95676342743883,12.016088248069984,0.0,25.690685167309926,5.308589845113144,56.308968696936645,110.65915613590379,0.0,1.2242937183133735,0.03492429878752375,0.0606919444997576,-1.0,0.6781615180798695,2.0,53.0,0.0,0.0,0.0,0.0,50.0,61.61755854204979,136.3498413032137,False,False,0.0,0.0,False,0.0,0,0,0,True
1,100,0.0,120.1608824806998,99.62487577943108,100.8643876324229,166.4161682941808,12.016088248069984,0.0,8.084777975913628,21.784595387019394,65.71931565044119,111.76682161498408,1.2395118529918179,1.2532199487965248,0.0513847327839424,0.07313889084145435,-0.9904455842390416,0.22423666497670972,1.9596716004429837,84.0,0.0,0.0,0.0,0.0,50.0,87.50391103746058,119.8515995908977,False,False,0.0,0.0,False,0.0,0,0,0,True
2,100,0.0,120.1608824806998,97.80826444559325,100.8643876324229,153.0064413881415,12.016088248069984,0.0,4.420517213021611,39.45038078602142,73.86197560782385,111.58187726377835,4.295635039821464,1.2768043344696278,0.06877352346540125,0.07890809899121161,-0.9663792901998486,0.09223992373405016,1.8877569649394523,98.0,0.0,0.0,0.0,0.0,50.0,113.31235639384528,116.00239447679996,False,False,0.0,0.0,False,0.0,0,0,0,True
3,100,0.0,120.1608824806998,97.09156074268321,100.8643876324229,150.07913595093106,12.016088248069984,0.0,3.5280036518753186,57.51979139196648,82.03610173067341,112.53633298175934,8.068461929561145,1.298104545081905,0.08646695262370699,0.08151203850572687,-0.9355532018783002,0.04397680389471091,1.8311613653158165,104.0,0.0,0.0,0.0,0.0,50.0,139.55589312263987,116.06433663363467,False,False,0.0,0.0,False,0.0,0,0,0,True
4,100,0.0,120.1608824806998,96.50682071365173,100.8643876324229,149.26092945575041,12.016088248069984,0.0,3.1006936365059983,75.7752872452576,89.33002096992132,113.5596988853939,12.426028848332317,1.3184061577958368,0.10337147761322332,0.08344912934724823,-0.8994662207353386,0.02277751673881093,1.7805043176601667,103.0,0.0,0.0,0.0,0.0,50.20359594012925,165.10530821517892,116.6603925218999,False,False,0.0,0.0,False,0.0,0,0,0,True
5,100,0.0,120.1608824806998,96.08064006075564,100.8643876324229,149.0542360927092,12.016088248069984,0.0,2.8846408973555873,94.57235315619359,95.73851801167928,114.7423723139691,17.209776419999585,1.337619769367781,0.11941678085526353,0.08471946483274745,-0.8600082183281806,0.014992380731611113,1.7334918769039334,103.0,0.0,0.0,0.0,0.0,50.61113384813692,190.31087116787285,117.62701321132468,False,False,0.0,0.0,False,0.0,0,0,0,True
6,98,0.020000000000000018,117.7576648310858,95.19876188185475,99.1636689297768,147.06627082544324,11.775766483108585,0.1123899679755614,2.756889547353607,114.54956168417777,98.67267478159671,115.41487548323202,21.174683467921632,1.3556884350901306,0.13455604727414888,0.08539399743809738,-0.8281226414412941,0.014660681304964559,1.6810531979368712,100.0,0.0,0.0,0.0,0.0,51.18939139234108,213.22223646577447,118.17176503058563,False,False,0.0,0.0,False,0.0,0,0,0,True
7,99,0.010000000000000009,118.9592736558928,95.04643161634648,100.20235112081606,148.00590073540766,11.895927365589285,0.0561949839877807,2.6996285432579135,134.85247237827534,103.12247793823896,117.61061261445704,26.33060297239122,1.3727387652148864,0.14886738996379337,0.08588780730752006,-0.7901616231311308,0.009451101913886246,1.6270430894399694,100.0,0.0,0.0,0.0,0.0,51.8438606732431,237.9749503165143,120.31024115771496,False,False,0.0,0.0,False,0.0,0,0,0,True
8,100,0.0,120.1608824806998,94.20381259213889,101.14687189199722,145.90444349915106,12.016088248069984,0.0,2.6761159147227302,152.41134404492462,109.17629199038161,120.29560657812263,33.27366227224955,1.3886973557774347,0.16228177895695356,0.0863088133758581,-0.7372709813304725,0.01255750141568782,1.5687038417317578,100.0,0.0,0.0,0.0,0.0,52.58882679531702,261.5876360353062,122.97172249284536,False,False,0.0,0.0,False,0.0,0,0,0,True
9,97,0.030000000000000027,116.5560560062788,92.02152129990748,98.31330957845375,140.17068760545578,11.655605600627885,0.1685849519633421,2.641043257627075,168.5307320841281,112.19691855904186,122.0517612370592,39.56545055079582,1.4033640171076394,0.17464517612264438,0.08653889313628205,-0.6843852935849852,0.027568614021996563,1.4924190432605986,100.0,0.0,0.0,0.0,0.0,53.461647991106936,280.72765064316997,124.69280449468627,False,False,0.0,0.0,False,0.0,0,0,0,True
10,98,0.020000000000000018,117.75766483108579,91.70389015691826,99.79289413653873,139.82931646371574,11.775766483108585,0.1123899679755614,2.626036181473011,183.53086885286328,119.14130731291797,127.12641787389933,47.65445453041629,1.4167655247773308,0.18597266891505917,0.08669370184317768,-0.6258728793672941,0.016862783985042797,1.3829671080656354,101.0,0.0,0.0,0.0,0.0,54.390750810724505,302.67217616578125,129.75245405537234,False,False,0.0,0.0,False,0.0,0,0,0,True
