iter,targets_path,rows,nroy_pct,Imax_median,Imax_p95
0,C:\Users\smart\OneDrive\Рабочий стол\Аспирантура\code\ABMBasicSimulation\output_model_tune_iter1_dry\05_confirmatory\01_wave1\targets_calibrated.json,60.0,90.0,2.1468003872913792,3.973715942232696
1,C:\Users\smart\OneDrive\Рабочий стол\Аспирантура\code\ABMBasicSimulation\output_model_tune_iter1_dry\05_confirmatory\02_wave2\targets_tuned_iter1.json,60.0,75.0,2.3463627943825154,4.082911084557783
