metric,target,sigma_obs,sigma_model,sigma_ev,sigma_ev_quantile,var_obs,var_md,var_ev,source_ev,replicate_groups,enabled_for_sa,notes
Employment_mean,65.0,5.0,21.285,,0.9,25.0,453.051225,17.336083333333434,seed_replicates,20,True,
Output_mean,80.0,10.0,30.742931884891025,,0.9,100.0,945.1278608790492,51.3187431301607,seed_replicates,20,True,
Consumption_mean,80.0,10.0,26.235942264158403,,0.9,100.0,688.3246664882531,28.509768938048158,seed_replicates,20,True,
AvgPrice_mean,1.05,0.05,0.16045171026935703,,0.9,0.0025000000000000005,0.025744751328361695,0.0002987990831981037,seed_replicates,20,True,
DefaultsHH_rate,0.004,0.002,0.005949999999999989,,0.9,4e-06,3.540249999999987e-05,8.453703703704048e-07,seed_replicates,20,True,
BankFailed_share,0.0,0.01,1e-09,,0.9,0.0001,1e-18,0.0,seed_replicates,20,True,
BankResolved_share,0.05,0.03,0.09499999999999995,,0.9,0.0009,0.00902499999999999,0.0013425925925925957,seed_replicates,20,True,
BankResolutionHaircut_mean,0.02,0.01,0.017410039092054328,,0.9,0.0001,0.0003031094611868599,0.0002494056691481143,seed_replicates,20,True,
BankBailedOut_share,0.02,0.02,0.018000000000000002,,0.9,0.0004,0.00032400000000000007,2.7777777777778108e-05,seed_replicates,20,True,
BankBailoutAmount_mean,0.2,0.2,0.18000000000000002,,0.9,0.04000000000000001,0.032400000000000005,0.0018687080686602313,seed_replicates,20,True,
Transfers_mean,6.5,2.0,2.586600520525876,,0.9,4.0,6.690502252784732,0.29132715111281354,seed_replicates,20,True,
HH_Deposit_mean,1.5,1.0,1.3246588008887832,,0.9,1.0,1.754720938772109,0.6535897314654995,seed_replicates,20,True,
Bank_Equity_mean,10.0,7.5,5.789004847468531,,0.9,56.25,33.51257712401415,20.724332210298464,seed_replicates,20,True,
PriceDispersion_mean,0.1,0.06,0.039039891263112615,,0.9,0.0036,0.0015241131098356567,0.00014776941957910227,seed_replicates,20,False,
InventoryGap_mean,0.0,0.25,0.38872321746039373,,0.9,0.0625,0.15110573979276057,0.16277954103391828,seed_replicates,20,False,
CreditRejections_mean,1.0,1.0,82.74000000000001,,0.9,1.0,6845.907600000001,15.412499999999994,seed_replicates,20,False,
FirmDowntimeShare_mean,0.05,0.04,0.045000000000000005,,0.9,0.0016,0.0020250000000000003,0.0,seed_replicates,20,False,
