param,initial_low,initial_high,nroy_min,nroy_max,nroy_p05,nroy_p95,shrink_pct
alpha_mean,0.57,0.92,0.6632114791393948,0.8447051388153203,0.6770384973005529,0.8264415044204438,48.1446686640213
alpha_std,0.03,0.13,0.0535082045538287,0.112529398643188,0.0555687393837907,0.1108027602862244,40.9788059106407
wage,0.9,1.45,1.0946776716056803,1.2641908195641771,1.1040475713918747,1.253165537649579,69.17942764390968
productivity,0.95,1.95,1.1286824545563647,1.3429286959477724,1.137169761520766,1.338026455094263,78.57537586085922
loan_rate,0.012,0.073,0.0326153605920259,0.0609511745618101,0.0333344144213956,0.0576063111451225,53.547845951173436
deposit_rate,0.001,0.028,0.0072095007006004,0.0240463932295099,0.0084245830784699,0.0229381204379431,37.64113878181667
bank_credit_multiplier,4.2,14.0,6.451739922404726,11.506708258542677,6.823943694305444,11.26036109651617,48.41869044757193
hh_debt_cap_multiplier,2.1,4.8,2.527996752253928,4.241955094361673,2.592552792625679,4.20344259173997,36.52006140341684
firm_debt_cap_multiplier,1.6,4.8,2.310729587296732,4.371850679278886,2.391990641713014,4.23534053752289,35.58996587555768
adaptation_rate,0.25,0.95,0.3394678935857019,0.8024323813027873,0.3650650767053753,0.7848716182813384,33.86221604041637
price_elasticity,0.95,2.9,1.3028016722597044,2.424513920170134,1.3228455171115103,2.3923464551253075,42.47629497895233
skill_wage_weight,0.03,0.49,0.1605620169880179,0.3185371269736229,0.1657985112401078,0.3098369843146083,65.65758478573804
demand_smoothing,0.06,0.35,0.1051817668403722,0.3018981453429629,0.1170014751066427,0.2861015128842631,32.16676603358941
price_adjust_speed,0.08,0.45,0.1240668666534205,0.3179611163945743,0.1289446910518707,0.3023078984983547,47.596148718607076
price_stickiness,0.45,0.9,0.6247997764550678,0.7927922383522228,0.6348228635372642,0.7893871556074165,62.66834180063222
max_price_step,0.04,0.22,0.0743081107728363,0.1848909465745106,0.0792058753404243,0.1814137096967383,38.56509122129206
inventory_target_days,0.8,2.8,1.361793234776031,2.3147336891241217,1.383751014798084,2.281562520990752,52.35297728259547
demand_expectation_memory,0.15,0.65,0.2946299567942528,0.5696574615899407,0.3111720422069252,0.5630353028538047,44.99449904086242
max_hire_per_step,3.0,12.0,4.606874816416144,9.16379616925176,4.74215794514464,8.733733526554335,49.36754052404871
max_fire_per_step,3.0,12.0,4.536906195046589,9.431358071403771,4.715642380015268,9.116091646105907,45.61720137380908
hh_max_dsr,0.2,0.85,0.3551843418783573,0.7336565494380392,0.3691329225425812,0.7129036358765819,41.7735065292797
firm_max_dsr,0.6,2.8,1.0990249306571156,2.315653240557043,1.1446921615403414,2.2054058221160813,44.69871318636693
firm_reentry_lag,0.0,4.0,1.7656678942341766,3.3142690886403328,1.8072814456973207,3.266632593997727,61.284970139846095
firm_reentry_cash_fraction,0.2,0.85,0.4602050769888789,0.7611067385833178,0.4839269190217838,0.7538426776948123,53.70743667777863
consumption_memory,0.15,0.75,0.3151268275662455,0.6377370004657437,0.3365732269448658,0.6134290590347866,46.231637850083644
precautionary_saving,0.03,0.35,0.1484828882112469,0.3142102980645614,0.1555625148037143,0.3118588835147954,48.210184420839205
consumption_floor_prop,0.0,0.35,0.1142494993963416,0.2824631533940992,0.1219924818454789,0.277472035961853,51.93895600064068
consumption_ceiling_prop,1.0,2.8,1.3331830487640477,2.496374276752058,1.396012836060338,2.4231903996382407,35.378265111777196
unemployed_consumption_penalty,0.05,0.45,0.1054897338665386,0.3464235731528142,0.11102283625384,0.3336895533605579,39.76654017843111
unemployment_transfer,0.0,0.25,0.0480818828127636,0.172072490073187,0.0509280625203434,0.1562800870493472,50.403757095830635
