component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,468,18,0.038461538461538464,0.1346153846153846,0.08333333333333334,3,3
CU,0.2,468,33,0.07051282051282051,0.1346153846153846,0.08333333333333334,3,3
CU,0.3,468,42,0.08974358974358974,0.1346153846153846,0.08333333333333334,3,3
CU,0.4,468,63,0.1346153846153846,0.1346153846153846,0.08333333333333334,3,3
EV,0.1,468,12,0.02564102564102564,0.07692307692307693,0.05448717948717949,4,4
EV,0.2,468,21,0.04487179487179487,0.07692307692307693,0.05448717948717949,4,4
EV,0.3,468,33,0.07051282051282051,0.07692307692307693,0.05448717948717949,4,4
EV,0.4,468,36,0.07692307692307693,0.07692307692307693,0.05448717948717949,4,4
MD,0.1,468,27,0.057692307692307696,0.25,0.14743589743589744,2,2
MD,0.2,468,48,0.10256410256410256,0.25,0.14743589743589744,2,2
MD,0.3,468,84,0.1794871794871795,0.25,0.14743589743589744,2,2
MD,0.4,468,117,0.25,0.25,0.14743589743589744,2,2
OU,0.1,468,33,0.07051282051282051,0.2692307692307692,0.16025641025641024,1,1
OU,0.2,468,54,0.11538461538461539,0.2692307692307692,0.16025641025641024,1,1
OU,0.3,468,87,0.1858974358974359,0.2692307692307692,0.16025641025641024,1,1
OU,0.4,468,126,0.2692307692307692,0.2692307692307692,0.16025641025641024,1,1
