component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,109,0,0.0,0.22018348623853212,0.0963302752293578,1,1
CU,0.2,109,9,0.08256880733944955,0.22018348623853212,0.0963302752293578,1,1
CU,0.3,109,9,0.08256880733944955,0.22018348623853212,0.0963302752293578,1,1
CU,0.4,109,24,0.22018348623853212,0.22018348623853212,0.0963302752293578,1,1
EV,0.1,109,0,0.0,0.08256880733944955,0.04128440366972477,3,3
EV,0.2,109,0,0.0,0.08256880733944955,0.04128440366972477,3,3
EV,0.3,109,9,0.08256880733944955,0.08256880733944955,0.04128440366972477,3,3
EV,0.4,109,9,0.08256880733944955,0.08256880733944955,0.04128440366972477,3,3
MD,0.1,109,0,0.0,0.13761467889908258,0.06192660550458716,2,2
MD,0.2,109,0,0.0,0.13761467889908258,0.06192660550458716,2,2
MD,0.3,109,12,0.11009174311926606,0.13761467889908258,0.06192660550458716,2,2
MD,0.4,109,15,0.13761467889908258,0.13761467889908258,0.06192660550458716,2,2
OU,0.1,109,0,0.0,0.08256880733944955,0.020642201834862386,3,4
OU,0.2,109,0,0.0,0.08256880733944955,0.020642201834862386,3,4
OU,0.3,109,0,0.0,0.08256880733944955,0.020642201834862386,3,4
OU,0.4,109,9,0.08256880733944955,0.08256880733944955,0.020642201834862386,3,4
