alpha_mean,alpha_std,wage,productivity,loan_rate,deposit_rate,bank_credit_multiplier,hh_debt_cap_multiplier,firm_debt_cap_multiplier,adaptation_rate,price_elasticity,skill_wage_weight,demand_smoothing,Employment_mean,UnemploymentRate_mean,Output_mean,Consumption_mean,Transfers_mean,AvgPrice_mean,HH_Debt_mean,HH_Deposit_mean,Firm_Debt_mean,Bank_Equity_mean,BankFailed_mean,BankResolved_mean,BankResolutionAmount_mean,BankResolutionHaircut_mean,BankBailedOut_mean,BankBailoutAmount_mean,Defaults_mean,DefaultsHH_mean,DefaultsFirm_mean,BalanceOK_mean,DefaultsHH_rate,DefaultsFirm_rate,BalanceOK_share,BankFailed_share,BankResolved_share,BankBailedOut_share,seed,rep_id
0.5778874743118837,0.042364294390826,1.0685487719906588,1.1679401113503538,0.0208517353782474,0.0065882359997816,4.359753517504332,2.8748094751771616,3.124479717447251,0.6082708780857509,1.9315914536355343,0.3152939324372802,0.2989662914624865,68.0,0.3199999999999999,80.489778263878,77.13404952954119,7.266131649536481,0.9798771842559756,131.32857669585172,1.8720626173843544,0.0,30.71934644284573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00017500000000000003,0.0,1.0,0.0,0.0,0.0,0,0
0.5778874743118837,0.042364294390826,1.0685487719906588,1.1679401113503538,0.0208517353782474,0.0065882359997816,4.359753517504332,2.8748094751771616,3.124479717447251,0.6082708780857509,1.9315914536355343,0.3152939324372802,0.2989662914624865,68.0,0.3199999999999999,79.32665844412554,76.66606330454901,7.266131649536481,0.981129165451161,154.05804536818965,1.9529822854687884,0.0,36.09671668416798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000125,0.0,1.0,0.0,0.0,0.0,1,0
0.5778874743118837,0.042364294390826,1.0685487719906588,1.1679401113503538,0.0208517353782474,0.0065882359997816,4.359753517504332,2.8748094751771616,3.124479717447251,0.6082708780857509,1.9315914536355343,0.3152939324372802,0.2989662914624865,67.0,0.33,78.49595547001839,77.73597777433913,7.159276772337416,1.0142880718488276,48.22634377319534,1.0913592675958124,0.0,11.286020082533401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00035000000000000005,0.0,1.0,0.0,0.0,0.0,2,0
0.7212702769119093,0.0629521971845416,1.242137088174206,1.5812448872210552,0.0273682211330542,0.0162380349716803,4.244968093739297,2.9996708973790844,1.7455961856060376,0.6592831290304916,2.718235230192968,0.135604831994917,0.0850817739248782,52.0,0.48,83.30723959572704,70.38616539333091,6.459112858505872,0.8559953308509766,22.909701196784432,0.6627565509505942,0.0,5.466545483857777,0.0,0.0,0.0,0.0006765475113614625,0.0,0.0,0.0,0.0,0.0,1.0,0.000525,0.0,1.0,0.0,0.0075,0.0,0,1
0.7212702769119093,0.0629521971845416,1.242137088174206,1.5812448872210552,0.0273682211330542,0.0162380349716803,4.244968093739297,2.9996708973790844,1.7455961856060376,0.6592831290304916,2.718235230192968,0.135604831994917,0.0850817739248782,50.0,0.5,79.89731211097629,67.66487236428537,6.210685440871028,0.8562345193798582,21.6679918968275,0.7064264260971634,0.0,5.150437397599746,0.0,0.0,0.0,0.0004487081381174457,0.0,0.0,0.0,0.0,0.0,1.0,0.000475,0.0,1.0,0.0,0.005,0.0,1,1
0.7212702769119093,0.0629521971845416,1.242137088174206,1.5812448872210552,0.0273682211330542,0.0162380349716803,4.244968093739297,2.9996708973790844,1.7455961856060376,0.6592831290304916,2.718235230192968,0.135604831994917,0.0850817739248782,51.0,0.4900000000000002,80.848929070855,68.92180319524392,6.334899149688453,0.8626231436290943,25.97095065802732,0.6809932562697867,0.0,6.166808188727949,0.0,0.0,0.0,0.00040908080355971153,0.0,0.0,0.0,0.0,0.0,1.0,0.000475,0.0,1.0,0.0,0.005,0.0,2,1
0.8765413000069822,0.0830760406812867,1.1181793438558385,1.5427065297430782,0.0440483099294045,0.0116499945066782,8.588582034151043,3.175030652690549,3.858401135925961,0.2811711320817097,1.627490061586689,0.2180399695680792,0.1046120842165345,66.0,0.3400000000000001,102.44102878297285,80.25311852691226,7.379983669448532,0.7934388900116675,49.50482713337188,0.12533185237715772,0.0,4.092572304717901,0.0,0.08,0.8218054125256955,0.010258318820373074,0.0,0.23724028890899596,0.26,0.26,0.0,1.0,0.003525,0.0,1.0,0.0,0.07,0.0025,0,2
0.8765413000069822,0.0830760406812867,1.1181793438558385,1.5427065297430782,0.0440483099294045,0.0116499945066782,8.588582034151043,3.175030652690549,3.858401135925961,0.2811711320817097,1.627490061586689,0.2180399695680792,0.1046120842165345,33.0,0.67,51.502830455753454,40.064324316377814,3.689991834724266,0.7887322732531088,24.308787921963628,0.09740519743662202,0.0,2.328938395304677,0.0,0.1,0.4192570486947802,0.012519856782265828,0.0,0.21842673313718472,0.13,0.13,0.0,1.0,0.003225,0.0,1.0,0.0,0.0875,0.005,1,2
0.8765413000069822,0.0830760406812867,1.1181793438558385,1.5427065297430782,0.0440483099294045,0.0116499945066782,8.588582034151043,3.175030652690549,3.858401135925961,0.2811711320817097,1.627490061586689,0.2180399695680792,0.1046120842165345,61.0,0.39000000000000007,93.86599456418728,74.10325217375424,6.820893997520617,0.8014548460989595,44.80188407267544,0.08858801823787815,0.0,4.461398332061353,0.0,0.09,0.7466768284241455,0.012399696244388771,0.0,0.22876582852895674,0.23,0.23,0.0,1.0,0.0039250000000000005,0.0,1.0,0.0,0.1,0.005,2,2
0.7271628652272587,0.0702254101537754,1.413250899986059,1.1215785746915874,0.016095185489521,0.0257824697509042,9.953627241547697,2.5263990366283195,2.15792873620644,0.9356014050541056,2.848592025218037,0.2274894883475478,0.0595782654593602,75.0,0.25,85.9126350704971,113.2176469463121,10.599381749895443,1.353758766959288,199.56261731102012,0.5707007386743681,0.0,20.598074208730253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00025,0.0,1.0,0.0,0.0,0.0,0,3
0.7271628652272587,0.0702254101537754,1.413250899986059,1.1215785746915874,0.016095185489521,0.0257824697509042,9.953627241547697,2.5263990366283195,2.15792873620644,0.9356014050541056,2.848592025218037,0.2274894883475478,0.0595782654593602,76.0,0.24,86.08473480872475,113.90853347908322,10.740706839894049,1.3511694703161277,258.2199159203804,0.5945254246114332,0.0,26.673121816743446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,1.0,0.0,0.0,0.0,1,3
0.7271628652272587,0.0702254101537754,1.413250899986059,1.1215785746915874,0.016095185489521,0.0257824697509042,9.953627241547697,2.5263990366283195,2.15792873620644,0.9356014050541056,2.848592025218037,0.2274894883475478,0.0595782654593602,77.0,0.23,86.79531366886873,118.10293903562004,10.882031929892653,1.3952427658465498,93.67335035364351,0.3042754647720866,0.0,9.67825352472168,0.0,0.0,0.0,0.00035384585068717894,0.0,0.0,0.0,0.0,0.0,1.0,0.000525,0.0,1.0,0.0,0.005,0.0,2,3
0.5963227538990351,0.0295370693524085,1.22272238640363,1.6557509487380302,0.0154484277538615,0.0151625672784047,6.551621820255537,3.8890497411863136,4.064960246671442,0.2917746667704895,1.0920307298007184,0.0515893772449979,0.2573922404655579,70.0,0.3,114.97802986224531,89.27269786735059,8.559056704825409,0.7833140669127582,309.16049716539845,1.4459332934635776,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4
0.5963227538990351,0.0295370693524085,1.22272238640363,1.6557509487380302,0.0154484277538615,0.0151625672784047,6.551621820255537,3.8890497411863136,4.064960246671442,0.2917746667704895,1.0920307298007184,0.0515893772449979,0.2573922404655579,62.0,0.38000000000000006,101.84935349787003,78.90209760097909,7.580878795702505,0.7812352835163594,285.06744445996577,1.4582877061973236,0.0,45.85631219761273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5e-05,0.0,1.0,0.0,0.0,0.0,1,4
0.5963227538990351,0.0295370693524085,1.22272238640363,1.6557509487380302,0.0154484277538615,0.0151625672784047,6.551621820255537,3.8890497411863136,4.064960246671442,0.2917746667704895,1.0920307298007184,0.0515893772449979,0.2573922404655579,71.0,0.29,115.13746014287632,90.37770354785943,8.681328943465775,0.7939917350312217,323.1613707916764,1.2330700832848895,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4
0.7176655710807271,0.136064387873196,1.1474838265635123,1.0651536495104394,0.0153870630651207,0.0047516009834091,5.860446577706681,2.306248414479524,2.517693348230532,0.3857088776020224,2.1724026411282367,0.0877203559342548,0.1717282158050452,86.0,0.14000000000000007,92.87422502498019,105.31293417106761,9.868360908446206,1.1615292127153294,198.53934037067168,3.228790854741738,0.0,37.97914161899694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000125,0.0,1.0,0.0,0.0,0.0,0,5
0.7176655710807271,0.136064387873196,1.1474838265635123,1.0651536495104394,0.0153870630651207,0.0047516009834091,5.860446577706681,2.306248414479524,2.517693348230532,0.3857088776020224,2.1724026411282367,0.0877203559342548,0.1717282158050452,84.0,0.16000000000000006,90.59362565824708,102.88931356208678,9.638864143133505,1.1609509902661472,202.1575391357028,1.955844962129971,0.0,35.61616041036426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00015,0.0,1.0,0.0,0.0,0.0,1,5
0.7176655710807271,0.136064387873196,1.1474838265635123,1.0651536495104394,0.0153870630651207,0.0047516009834091,5.860446577706681,2.306248414479524,2.517693348230532,0.3857088776020224,2.1724026411282367,0.0877203559342548,0.1717282158050452,86.0,0.14000000000000007,92.25280469030535,106.21049899628125,9.868360908446206,1.187917107612024,149.79186656024635,2.042122000195175,0.0,26.391202232927608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00025,0.0,1.0,0.0,0.0,0.0,2,5
