,Employment,UnemploymentRate,WageBill,Output,Production,Consumption,Transfers,HH_Deposit,HH_Debt,Firm_Debt,Firm_Cash,Inventories,AvgPrice,Bank_Equity,Bank_Loans,Bank_Deposits,BankFailed,BankResolved,BankResolutionAmount,BankResolutionHaircut,BankBailedOut,BankBailoutAmount,Defaults,DefaultsHH,DefaultsFirm,BalanceOK
0,53,0.47,63.80460115299001,82.42750614303918,82.42750614303918,166.13363310653506,6.390775409404675,19.19562085968802,11.612739301484893,8.922988153215998,77.65398728104216,0.0,0.8915809776298544,50.0,20.53572745470089,96.84960814073018,False,False,0.0,0.0,False,0.0,0,0,0,True
1,50,0.5,60.290334050987504,78.16528970576543,78.16528970576543,98.27775257046525,6.02903340509875,6.068075061256736,30.616527307099748,7.084528663459876,78.8722132935748,0.0,0.8915809776298544,50.0,37.70105597055962,84.94028835483154,False,False,0.0,0.0,False,0.0,0,0,0,True
2,56,0.43999999999999995,67.284699776348,88.01686003292237,88.01686003292237,98.72171905590525,6.7525174137106,2.6037966890986004,52.365889326309954,8.14419201195834,83.76055374981644,0.0,0.8915809776298544,50.0,60.51008133826829,86.36435043891504,False,False,0.0,0.0,False,0.0,0,0,0,True
3,58,0.42000000000000004,69.80625266891701,91.02865041450092,91.02865041450092,99.47111550715675,6.99367874991455,1.6719073415215728,75.02112466329038,7.014944859154698,86.56159477809305,0.0,0.8915809776298544,50.0,82.03606952244508,88.23350211961463,False,False,0.0,0.0,False,0.0,0,0,0,True
4,58,0.42000000000000004,69.93678749914551,91.02865041450092,91.02865041450092,97.32600489637755,6.99367874991455,1.4153462922539721,96.47616228365249,5.222267392679215,88.67757263524469,0.0,0.8915809776298544,50.0,101.6984296763317,90.09291892749866,False,False,0.0,0.0,False,0.0,0,0,0,True
5,60,0.4,72.13817589475602,94.43179019145458,94.43179019145458,98.03007521115423,7.2348400861185,1.3071389454033053,116.71901472987136,4.387268963784867,92.1938973755627,0.0,0.8915809776298544,50.0,121.10628369365622,93.50103632096601,False,False,0.0,0.0,False,0.0,0,0,0,True
6,61,0.39,73.30172814605656,96.01214157851851,96.08304685008585,95.41124651093163,7.355420754220475,1.2656612585243663,133.48174165632466,3.3566554043649814,95.6169314602667,0.07090527156732662,0.8915809776298544,50.0,136.83839706068963,96.88259271879106,False,False,0.0,0.0,False,0.0,0,0,0,True
7,61,0.39,73.55420754220475,95.60219573717231,96.08304685008585,92.80369074123108,7.355420754220475,1.2629416466409427,147.71808240039218,1.7223612892094424,97.76275637211222,0.5517563844808446,0.8915809776298544,50.0,149.4404436896016,99.02569801875316,False,False,0.0,0.0,False,0.0,0,0,0,True
8,63,0.37,75.96582090424425,99.08780074043516,99.29604202976903,93.93702769322348,7.596582090424425,1.2603831079922863,160.68571669347355,0.5138072470741897,100.79089838154343,0.759997673814695,0.8915809776298544,50.0,161.19952394054775,102.05128148953571,False,False,0.0,0.0,False,0.0,0,0,0,True
9,63,0.37,75.96582090424425,98.39710646174878,99.29604202976903,91.1323808233797,7.596582090424425,1.2686419779072173,171.08768555063213,0.0,103.57087260621566,1.6589332418349327,0.8915809776298544,50.0,171.08768555063213,104.83951458412288,False,False,0.0,0.0,False,0.0,0,0,0,True
10,64,0.36,77.17162758526399,98.55392767055358,100.88022074165785,89.38969897476176,7.7171627585264,1.24296057166461,178.56955761427452,0.0,105.4299551576112,3.9852263129392123,0.8915809776298544,50.0,178.56955761427452,106.67291572927581,False,False,0.0,0.0,False,0.0,0,0,0,True
11,65,0.35,78.37743426628374,100.86764007492297,102.58710854613737,90.34636356064323,7.837743426628375,1.2448122120210316,185.84072418793505,0.0,107.99213149952942,5.704694784153607,0.8915809776298544,50.0,185.84072418793505,109.23694371155045,False,False,0.0,0.0,False,0.0,0,0,0,True
12,65,0.35,78.37743426628374,100.0669536791209,102.58710854613737,89.35336834838054,7.837743426628375,1.250755174113188,192.2507682212063,0.0,109.58486645081966,8.224849651170082,0.8915809776298544,50.0,192.2507682212063,110.83562162493286,False,False,0.0,0.0,False,0.0,0,0,0,True
13,66,0.33999999999999997,79.5832409473035,101.9228524574495,104.28336051861153,89.86533045270443,7.95832409473035,1.230430510356312,197.93276761884414,0.0,111.40132574869801,10.585357712332106,0.8915809776298544,50.0,197.93276761884414,112.63175625905433,False,False,0.0,0.0,False,0.0,0,0,0,True
14,66,0.33999999999999997,79.5832409473035,100.6511089963561,104.28336051861153,88.60060583060813,7.95832409473035,1.2352146855899382,202.47500502535792,0.0,112.09680841192363,14.217609234587531,0.8915809776298544,50.0,202.47500502535792,113.33202309751357,False,False,0.0,0.0,False,0.0,0,0,0,True
15,66,0.33999999999999997,79.5832409473035,98.8748105872249,104.28336051861153,86.83411093368353,7.95832409473035,1.2368457495833878,205.3274183725287,0.0,111.27112957554888,19.62615916597416,0.8915809776298544,50.0,205.3274183725287,112.50797532513226,False,False,0.0,0.0,False,0.0,0,0,0,True
16,66,0.33999999999999997,79.5832409473035,97.75440626350833,104.28336051861153,85.50564787490369,7.95832409473035,1.2374196805028852,206.90043900394735,0.0,109.37743362970787,26.155113421077367,0.887212382996234,50.0,206.90043900394735,110.61485331021075,False,False,0.0,0.0,False,0.0,0,0,0,True
17,66,0.33999999999999997,79.57837156416521,97.7340462387683,104.28336051861153,85.30620010117396,7.95832409473035,1.2376276311470435,208.30615906801276,0.0,107.41290496298575,32.704427700920576,0.8828737374845858,50.0,208.30615906801276,108.6505325941328,False,False,0.0,0.0,False,0.0,0,0,0,True
18,65,0.35,78.37743426628374,96.66621315610979,102.6991818067227,83.83009549384617,7.837743426628375,1.2251704623043889,209.56933108362708,0.0,105.05697999037304,38.73739635153348,0.8793671030267809,50.0,209.56933108362708,106.28215045267743,False,False,0.0,0.0,False,0.0,0,0,0,True
19,65,0.35,78.31692912577115,96.1788312215637,102.58710854613737,83.65393060157164,7.837743426628375,1.1983532135847978,210.72468188236067,0.0,102.85366369677769,45.14567367610716,0.8788342360929237,50.0,210.72468188236067,104.05201691036248,False,False,0.0,0.0,False,0.0,0,0,0,True
20,64,0.36,77.17162758526399,95.63851691585955,101.00292983424855,81.93350602947237,7.7171627585264,1.1847370160484265,211.45899516508302,0.0,100.43607841091159,50.51008659449613,0.8675226439212247,50.0,211.45899516508302,101.62081542696002,False,False,0.0,0.0,False,0.0,0,0,0,True
21,64,0.36,77.17162758526399,96.05473189329362,100.88022074165785,81.8213153738405,7.7171627585264,1.1802389071993715,212.1031404872592,0.0,97.79658607386631,55.335575442860375,0.8638278712767938,50.0,212.1031404872592,98.97682498106568,False,False,0.0,0.0,False,0.0,0,0,0,True
22,63,0.37,75.9337620383343,93.85666978842066,99.29604202976903,80.12572673043896,7.596582090424425,1.1664418405917532,212.4121644443957,0.0,94.88499125872089,60.77494768420875,0.8635542717849841,50.0,212.4121644443957,96.05143309931265,False,False,0.0,0.0,False,0.0,0,0,0,True
23,63,0.37,75.83527120612952,94.65596336133947,99.29604202976903,79.77748588636713,7.596582090424425,1.161876752739118,212.48610106486575,0.0,91.96128573514392,65.4150263526383,0.8564677661585277,50.0,212.48610106486575,93.12316248788304,False,False,0.0,0.0,False,0.0,0,0,0,True
24,63,0.37,75.54502174395056,93.71276912550128,99.29604202976903,79.06235204297775,7.596582090424425,1.1603176496497039,212.13945862938553,0.06609470244949245,89.45117158468277,70.99829925690602,0.8563487663841031,50.0,212.20555333183503,90.61148923433247,False,False,0.0,0.0,False,0.0,0,0,0,True
25,63,0.37,74.86893730378445,92.50107001547705,99.29604202976903,77.66543411774163,7.596582090424425,1.1597738419041623,211.0668913375716,0.18745291479842396,86.50928604580727,77.79327127119798,0.8476636736933287,50.0,211.25434425237003,87.66905988771144,False,False,0.0,0.0,False,0.0,0,0,0,True
26,63,0.37,74.5140224660772,93.98074990066644,99.29604202976903,78.15618101562396,7.596582090424425,1.1595864485521306,210.82146450541376,0.4558480011025292,84.72532151381927,83.10856340030057,0.8400698457611911,50.0,211.2773125065163,85.8849079623714,False,False,0.0,0.0,False,0.0,0,0,0,True
27,62,0.38,73.74012809140966,95.14675654635614,97.69054080076634,78.26030072674301,7.47600142232245,1.1472747044662384,211.55813042752087,0.35739772895849753,83.94539963738661,85.6523476547108,0.8325640321672829,50.0,211.91552815647935,85.09267434185286,False,False,0.0,0.0,False,0.0,0,0,0,True
28,63,0.37,74.41623111252427,94.0684141155333,99.29604202976903,77.48945857619081,7.596582090424425,1.1554847946967994,210.76076177789798,0.569754322781375,82.00417508528291,90.8799755689465,0.8323508944065674,50.0,211.33051610067935,83.15965987997971,False,False,0.0,0.0,False,0.0,0,0,0,True
29,62,0.38,73.31905542122205,95.24825240450828,97.69054080076634,78.04832233192575,7.47600142232245,1.1458909597679057,211.70814214252854,0.6060558382444795,81.58543497204504,93.32226396520458,0.8285956600310422,50.0,212.31419798077303,82.73132593181295,False,False,0.0,0.0,False,0.0,0,0,0,True
30,63,0.37,74.2952973800997,96.15561586959812,99.29604202976903,78.7243394106775,7.596582090424425,1.155020898925726,212.27008132031216,0.651109227320785,80.83660421462488,96.46269012537547,0.8286997155461616,50.0,212.92119054763293,81.99162511355061,False,False,0.0,0.0,False,0.0,0,0,0,True
31,62,0.38,73.66412822202061,97.66913583404303,97.69054080076634,79.55521393679308,7.47600142232245,1.1457307387990234,214.40608643166226,0.5761826836242981,81.45287817156665,96.4840950920988,0.8249444811706365,50.0,214.98226911528656,82.59860891036567,False,False,0.0,0.0,False,0.0,0,0,0,True
32,63,0.37,74.89300422038492,96.92760483848294,99.29604202976903,79.42441729185339,7.596582090424425,1.1106182390517763,215.07357416104682,0.665137484555915,80.70785647107526,98.8525322833849,0.8285956600310422,50.0,215.73871164560273,81.81847471012703,False,False,0.0,0.0,False,0.0,0,0,0,True
33,63,0.37,75.01249104297008,97.51045043443453,99.29604202976903,79.71617953513224,7.596582090424425,1.1135109669914247,215.9630545532561,0.6366902225524181,80.18859548719114,100.6381238787194,0.8289128533068771,50.0,216.59974477580852,81.30210645418256,False,False,0.0,0.0,False,0.0,0,0,0,True
34,63,0.37,74.83377683057219,96.18460039204754,99.29604202976903,79.23268057430012,7.596582090424425,1.1144774779009745,216.56146087259387,0.5615868745907434,79.12684128360074,103.74956551644088,0.8323508944065674,50.0,217.12304774718461,80.24131876150172,False,False,0.0,0.0,False,0.0,0,0,0,True
35,63,0.37,74.72317368852578,97.11046392086072,99.29604202976903,79.10015448332136,7.596582090424425,1.1148060180545787,217.14783866448906,0.5346505281257273,78.30513423361418,105.93514362534918,0.8249444811706365,50.0,217.68248919261478,79.41994025166876,False,False,0.0,0.0,False,0.0,0,0,0,True
36,63,0.37,74.67065540132978,95.97575387998597,99.29604202976903,78.27135310577644,7.596582090424425,1.1149213326016754,216.96803015930354,0.6415767132117376,76.80230271219601,109.25543177513225,0.8247898814532514,50.0,217.6096068725153,77.91722404479769,False,False,0.0,0.0,False,0.0,0,0,0,True
37,63,0.37,74.2745235106077,95.85021979739389,99.29604202976903,77.55478263915431,7.596582090424425,1.11497340583493,216.46453048171884,0.9500156163794812,75.46068358050297,112.70125400750739,0.821390154630161,50.0,217.41454609809833,76.5756569863379,False,False,0.0,0.0,False,0.0,0,0,0,True
38,63,0.37,73.9589910898117,94.89076334241689,99.29604202976903,77.29212420962489,7.596582090424425,1.1150198480645237,216.0049690213483,1.4531675025262905,74.51298516457662,117.10653269485954,0.8249444811706365,50.0,217.4581365238746,75.62800501264114,False,False,0.0,0.0,False,0.0,0,0,0,True
39,63,0.37,74.0110005807036,96.76224654053898,99.29604202976903,78.45418705442924,7.596582090424425,1.1150808427496912,216.6472657730611,1.863800535257503,74.58609554121489,119.64032818408957,0.8211387025928456,50.0,218.5110663083186,75.70117638396458,False,False,0.0,0.0,False,0.0,0,0,0,True
40,63,0.37,74.03301406563898,96.86442693301831,99.29604202976903,78.37540270784787,7.596582090424425,1.1151374389366204,217.1999417943108,2.249943249258502,74.40164531235953,122.0719432808403,0.821390154630161,50.0,219.4498850435693,75.51678275129615,False,False,0.0,0.0,False,0.0,0,0,0,True
41,63,0.37,73.98526515303848,96.47892823598092,99.29604202976903,78.14051790815485,7.596582090424425,1.1151909749388618,217.5750899284882,2.6533572590950643,74.17965920280574,124.88905707462841,0.8212577023672702,50.0,220.22844718758327,75.29485017774459,False,False,0.0,0.0,False,0.0,0,0,0,True
42,63,0.37,73.7166381408953,95.74289878049746,99.29604202976903,77.4679465509783,7.596582090424425,1.1152452083845616,217.5527802850601,3.091399723541373,73.23532895445219,128.4422003239,0.821390154630161,50.0,220.64418000860147,74.35057416283675,False,False,0.0,0.0,False,0.0,0,0,0,True
