component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,345,18,0.05217391304347826,0.1826086956521739,0.12608695652173912,2,2
CU,0.2,345,33,0.09565217391304348,0.1826086956521739,0.12608695652173912,2,2
CU,0.3,345,60,0.17391304347826086,0.1826086956521739,0.12608695652173912,2,2
CU,0.4,345,63,0.1826086956521739,0.1826086956521739,0.12608695652173912,2,2
EV,0.1,345,12,0.034782608695652174,0.06956521739130435,0.052173913043478265,4,4
EV,0.2,345,15,0.043478260869565216,0.06956521739130435,0.052173913043478265,4,4
EV,0.3,345,21,0.06086956521739131,0.06956521739130435,0.052173913043478265,4,4
EV,0.4,345,24,0.06956521739130435,0.06956521739130435,0.052173913043478265,4,4
MD,0.1,345,24,0.06956521739130435,0.2608695652173913,0.16521739130434782,1,1
MD,0.2,345,42,0.12173913043478261,0.2608695652173913,0.16521739130434782,1,1
MD,0.3,345,72,0.20869565217391303,0.2608695652173913,0.16521739130434782,1,1
MD,0.4,345,90,0.2608695652173913,0.2608695652173913,0.16521739130434782,1,1
OU,0.1,345,12,0.034782608695652174,0.13043478260869565,0.08043478260869566,3,3
OU,0.2,345,21,0.06086956521739131,0.13043478260869565,0.08043478260869566,3,3
OU,0.3,345,33,0.09565217391304348,0.13043478260869565,0.08043478260869566,3,3
OU,0.4,345,45,0.13043478260869565,0.13043478260869565,0.08043478260869566,3,3
