alpha_mean,alpha_std,wage,productivity,loan_rate,deposit_rate,bank_credit_multiplier,hh_debt_cap_multiplier,firm_debt_cap_multiplier,adaptation_rate,price_elasticity,skill_wage_weight,demand_smoothing,seed,Employment_mean,UnemploymentRate_mean,Output_mean,Consumption_mean,Transfers_mean,AvgPrice_mean,HH_Debt_mean,HH_Deposit_mean,Firm_Debt_mean,Bank_Equity_mean,BankFailed_mean,BankResolved_mean,BankResolutionAmount_mean,BankResolutionHaircut_mean,BankBailedOut_mean,BankBailoutAmount_mean,Defaults_mean,DefaultsHH_mean,DefaultsFirm_mean,BalanceOK_mean,DefaultsHH_rate,DefaultsFirm_rate,BalanceOK_share,BankFailed_share,BankResolved_share,BankBailedOut_share,bad_run,error
0.8846090029654231,0.0751411443425317,1.0382644392646345,1.6514031857149387,0.055597304294118494,0.014520947831770971,5.586125327314973,4.319938093144167,3.5739172445842673,0.555651344178025,2.509574226240014,0.432655709022252,0.3119719404519721,0,0.0,1.0,0.0,0.0,0.0,0.6622735429694661,0.18986238998048266,0.0,0.0,1.0,0.0,0.0,0.0,0.0606587155473308,0.0,0.8370482415463905,0.0,0.0,0.0,1.0,0.0051111111111111105,0.0,1.0,0.0,0.07777777777777778,0.12222222222222222,True,
0.8846090029654231,0.0751411443425317,1.0382644392646345,1.6514031857149387,0.055597304294118494,0.014520947831770971,5.586125327314973,4.319938093144167,3.5739172445842673,0.555651344178025,2.509574226240014,0.432655709022252,0.3119719404519721,1,0.0,1.0,0.0,0.0,0.0,0.6615458348668614,0.05294030062551594,0.0,0.0,0.6844007858657571,0.0,0.0,0.0,0.05679268206487771,0.0,0.9208612078834884,0.0,0.0,0.0,1.0,0.005333333333333333,0.0,1.0,0.0,0.07777777777777778,0.1388888888888889,True,
0.8846090029654231,0.0751411443425317,1.0382644392646345,1.6514031857149387,0.055597304294118494,0.014520947831770971,5.586125327314973,4.319938093144167,3.5739172445842673,0.555651344178025,2.509574226240014,0.432655709022252,0.3119719404519721,2,0.0,1.0,0.0,0.0,0.0,0.6689793152902642,0.12560318493668304,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,0.06492416121363906,0.0,0.8824166921187776,0.0,0.0,0.0,1.0,0.005388888888888888,0.0,1.0,0.0,0.08333333333333333,0.1388888888888889,True,
0.6184799998365023,0.04593646263465964,1.0284156289279545,1.3030720812130276,0.059541515209452237,0.008609283402372169,10.834665699954986,3.2539359572403566,2.3766898837475687,0.47744118531623625,1.1621077836589404,0.40814040761311315,0.08017935971827642,0,31.0,0.6900000000000002,40.957439017396645,34.439484772242665,3.188088449676658,0.8529935973401719,28.631684155471877,0.7321953285698857,0.0,2.8053831391984745,0.0,0.2,0.8043614203634403,0.018375619226961352,0.0,0.0,0.23333333333333334,0.23333333333333334,0.0,1.0,0.0036666666666666666,0.0,1.0,0.0,0.1,0.0,False,
0.6184799998365023,0.04593646263465964,1.0284156289279545,1.3030720812130276,0.059541515209452237,0.008609283402372169,10.834665699954986,3.2539359572403566,2.3766898837475687,0.47744118531623625,1.1621077836589404,0.40814040761311315,0.08017935971827642,1,32.0,0.6799999999999999,42.8710042501157,35.66058986962573,3.2909300125694565,0.843775045227776,28.471589255394534,0.7393910658891181,0.0,2.813574388278796,0.0,0.26666666666666666,0.9107070870331223,0.030615392070487087,0.0,0.042282268401158445,0.3,0.3,0.0,1.0,0.004833333333333334,0.0,1.0,0.0,0.19444444444444445,0.005555555555555556,False,
0.6184799998365023,0.04593646263465964,1.0284156289279545,1.3030720812130276,0.059541515209452237,0.008609283402372169,10.834665699954986,3.2539359572403566,2.3766898837475687,0.47744118531623625,1.1621077836589404,0.40814040761311315,0.08017935971827642,2,38.0,0.62,49.72743586991119,42.20561232243107,3.9079793899262265,0.8621341401815695,27.843582551122473,0.8382991569484595,0.0,2.0319936980612168,0.0,0.13333333333333333,0.5955625208900615,0.022231831180520637,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,1.0,0.004555555555555556,0.0,1.0,0.0,0.16111111111111112,0.0,False,
0.6140305677118917,0.08457456120875911,1.3048924775446125,1.8460720999422024,0.057098663963861006,0.003661044176479201,5.11181366955791,2.375465454131982,3.1231929384868335,0.9050633307795886,2.3750795861477796,0.35745331269122504,0.30042586695788187,0,21.033333333333335,0.7896666666666666,39.79645384790307,29.96600066133724,2.744623844435503,0.7627412318841542,14.324752002783693,1.3039147910613897,0.008530150413727207,2.8946144660207707,0.0,0.03333333333333333,0.21157018150028375,0.014211258651466767,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,1.0,0.003277777777777778,0.0,1.0,0.0,0.07777777777777778,0.0,False,
0.6140305677118917,0.08457456120875911,1.3048924775446125,1.8460720999422024,0.057098663963861006,0.003661044176479201,5.11181366955791,2.375465454131982,3.1231929384868335,0.9050633307795886,2.3750795861477796,0.35745331269122504,0.30042586695788187,1,10.0,0.8999999999999998,18.976488613976777,14.389546227026615,1.3048924775446125,0.7559106556133632,9.271592186793628,0.31531027537755063,0.017922649815937768,2.1873862964045907,0.0,0.03333333333333333,0.19633462956948744,0.018979978622622427,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,1.0,0.0031666666666666666,0.0,1.0,0.0,0.06111111111111111,0.0,False,
0.6140305677118917,0.08457456120875911,1.3048924775446125,1.8460720999422024,0.057098663963861006,0.003661044176479201,5.11181366955791,2.375465454131982,3.1231929384868335,0.9050633307795886,2.3750795861477796,0.35745331269122504,0.30042586695788187,2,30.0,0.6999999999999997,55.877450799195955,42.67617996509556,3.9146774326338374,0.7803977570958248,22.184897681621358,1.091298395228949,0.0,3.9709022004226737,0.0,0.1,0.568422399367702,0.0135002005547365,0.0,0.0,0.2,0.2,0.0,1.0,0.0036666666666666666,0.0,1.0,0.0,0.10555555555555556,0.0,False,
0.7399458147915853,0.12213092203119974,1.4169128102376936,1.541280010010396,0.020194497315311928,0.020530213197749007,6.55149215068456,3.616473318578115,3.7269582145238833,0.4443828599408637,1.1232031633706363,0.06012518539088238,0.14576306454673565,0,64.36666666666666,0.35633333333333334,102.05492691203712,100.34702826856325,9.120195455229954,0.9947116509733264,34.881338395831825,0.8461028141541372,0.0,4.228360809096283,0.0,0.06666666666666667,0.6395577172406772,0.0020981586587867176,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,1.0,0.0010555555555555555,0.0,1.0,0.0,0.027777777777777776,0.0,False,
