component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,225,9,0.04,0.05333333333333334,0.04666666666666667,4,4
CU,0.2,225,9,0.04,0.05333333333333334,0.04666666666666667,4,4
CU,0.3,225,12,0.05333333333333334,0.05333333333333334,0.04666666666666667,4,4
CU,0.4,225,12,0.05333333333333334,0.05333333333333334,0.04666666666666667,4,4
EV,0.1,225,6,0.02666666666666667,0.06666666666666667,0.05,3,3
EV,0.2,225,12,0.05333333333333334,0.06666666666666667,0.05,3,3
EV,0.3,225,12,0.05333333333333334,0.06666666666666667,0.05,3,3
EV,0.4,225,15,0.06666666666666667,0.06666666666666667,0.05,3,3
MD,0.1,225,6,0.02666666666666667,0.25333333333333335,0.15333333333333332,1,1
MD,0.2,225,33,0.14666666666666667,0.25333333333333335,0.15333333333333332,1,1
MD,0.3,225,42,0.18666666666666668,0.25333333333333335,0.15333333333333332,1,1
MD,0.4,225,57,0.25333333333333335,0.25333333333333335,0.15333333333333332,1,1
OU,0.1,225,6,0.02666666666666667,0.13333333333333333,0.07333333333333333,2,2
OU,0.2,225,6,0.02666666666666667,0.13333333333333333,0.07333333333333333,2,2
OU,0.3,225,24,0.10666666666666667,0.13333333333333333,0.07333333333333333,2,2
OU,0.4,225,30,0.13333333333333333,0.13333333333333333,0.07333333333333333,2,2
