wave,trained,gate_metrics,skipped,gpr_cv_mean,gpr_cv_median,gpr_cv_share_ge
wave1,29.0,21.0,8.0,0.6586713333748244,0.6344313603083218,1.0
wave2,33.0,19.0,4.0,0.5942520235214879,0.6374373595984988,1.0
