metric,wave1,wave2,delta_wave2_minus_wave1
NROY_pct,14.868804664723031,40.400000000000006,25.531195335276976
Imax_median,3.558902288993252,2.7847830970853,-0.774119191907952
RI_shrink_mean,10.899840525693863,44.982827503032695,34.082986977338834
bad_run_pct,4.722222222222222,0.0,-4.722222222222222
