stage,seed,reasons,alpha_mean,alpha_std,wage,productivity,loan_rate,deposit_rate,bank_credit_multiplier,hh_debt_cap_multiplier,firm_debt_cap_multiplier,adaptation_rate,price_elasticity,skill_wage_weight,demand_smoothing
strict,0,employment_below_min;unemployment_above_max;output_below_min;bank_resolved_above_max;haircut_above_max,0.6664609308740497,0.0488929200049097,1.2468036902394195,1.0427606716122468,0.0555560595369465,0.0064602051948224,7.613202555150595,2.901329908102826,3.494556840609066,0.3366212915680693,2.780354106625089,0.0605024761349856,0.0749282934437806
strict,0,employment_below_min;unemployment_above_max;output_below_min;consumption_below_min;bank_resolved_above_max,0.7056741440235943,0.0863231911578504,1.167534090846064,1.4442328559497644,0.0263063581556991,0.0162562080480535,9.584537687983923,2.533601369096149,4.5271308342862255,0.6494145502860744,1.3191637382620545,0.4543194309440511,0.115985539733313
strict,0,employment_below_min;unemployment_above_max;output_below_min;consumption_below_min,0.6297586846013631,0.0819167671203521,0.9592819226089296,1.2306280816227662,0.0285978240135292,0.0118048292617132,5.935862756412295,2.3587906631176287,4.336807664789927,0.4076390659538356,1.2818464460455306,0.3175228222247915,0.1025488215313474
strict,0,hh_deposit_below_min;bank_resolved_above_max,0.808998440915927,0.1126589983465636,1.145360733664576,1.1141386036726133,0.0167622026173881,0.0085275381241922,8.00565775753263,4.454567537926454,2.088347143395582,0.7677571410378685,2.392292237428328,0.4103478643845097,0.1661324685412559
strict,0,hh_deposit_below_min,0.8469672611961351,0.1043063894031181,1.2621429514689606,1.2752732574951446,0.0460388596546355,0.0264927217483759,10.15935141210228,3.310427329251626,2.2322489143112803,0.3068295815308002,2.470792014928183,0.0936911281719464,0.0932780820435224
strict,0,hh_deposit_below_min;bank_resolved_above_max,0.8705130035867135,0.0772175176693503,1.3770232478850557,1.778506047378693,0.0223717227056363,0.0184921562137743,10.50360906676338,2.1505505198092667,3.808964772687801,0.7762766669189148,1.614359758476346,0.3870127420949548,0.2175369534467458
strict,0,employment_below_min;unemployment_above_max;output_below_min;consumption_below_min;bank_resolved_above_max,0.795106969608725,0.0587437359128888,1.06279124191027,1.4932300548569577,0.0488625654744918,0.0201634156055361,9.445648179140305,2.831664421301172,3.986053929766639,0.71629989001378,1.2209735449294754,0.147768075129788,0.1319495365583942
strict,0,bank_resolved_above_max,0.589335376911478,0.1080076125013799,1.1084092110819388,1.138744473678336,0.0431229084145914,0.0104261389301472,6.837128940868067,3.676922934168196,3.1323735426495,0.8304166407731615,1.9962280532596293,0.1968782704413685,0.234191130251679
strict,0,employment_below_min;unemployment_above_max;consumption_below_min;bank_resolved_above_max,0.6438192636424659,0.1165866408191623,1.3803349454870038,1.587504246107827,0.0580107450110197,0.0178309235526875,6.22060604904933,2.417760763747306,3.20990683332177,0.8694141608339017,1.8804976792191253,0.0730033100054784,0.143576077763032
strict,0,employment_below_min;unemployment_above_max;output_below_min;consumption_below_min;hh_deposit_below_min;bank_resolved_above_max;haircut_above_max,0.8221560022708446,0.0470202555280571,1.208649732487883,1.3655446256517394,0.0348003916148774,0.0021261593650141,5.257380647599407,3.912389023863168,4.624705570194833,0.545368766235798,1.7424211081656091,0.3729752589637295,0.1554146059045724
strict,0,employment_below_min;unemployment_above_max;output_below_min;consumption_below_min;hh_deposit_below_min;bank_resolved_above_max;bank_bailedout_above_max;haircut_above_max,0.7484674035987913,0.0624617298939155,1.1261504687239532,1.3229408618362957,0.0328811394265156,0.012017390027516,5.571789806407088,3.230615875626801,3.4559203762130863,0.6195267424539108,2.211825842782991,0.2776832304090956,0.2764404167546864
strict,0,employment_below_min;unemployment_above_max;output_below_min;consumption_below_min;hh_deposit_below_min;bank_resolved_above_max;bank_bailedout_above_max;haircut_above_max,0.6902874342991006,0.0639586729272577,1.0015616340903497,1.6853651057944146,0.0625742073444471,0.0258114105699412,8.510098838724922,3.1167507784496418,2.4418394069020515,0.3494043576868247,1.794879497285938,0.3441839423801823,0.3118036695674729
strict,0,employment_below_min;unemployment_above_max;output_below_min;consumption_below_min;bank_resolved_above_max;bank_bailedout_above_max;haircut_above_max,0.6547580643364337,0.1188762595649499,1.2190987719798998,1.892986809727988,0.0534005733127913,0.0155509847089718,8.632358685111353,4.57424846607409,2.7399578213465183,0.3792550985441361,2.623961194941455,0.3241180302705733,0.1778475459349706
