metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,8.279040000000002,8.279040000000002,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,16.558080000000004,16.558080000000004,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,16.558080000000004,16.558080000000004,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.09658880000000002,0.09658880000000002,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.003763200000000001,0.003763200000000001,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.012544000000000003,0.012544000000000003,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.06272000000000001,0.06272000000000001,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.025088000000000006,0.025088000000000006,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.037632000000000006,0.037632000000000006,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.2910208,0.2910208,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,2.910208000000001,2.910208000000001,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.4551040000000004,1.4551040000000004,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,9.709056000000002,9.709056000000002,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.15052800000000002,0.15052800000000002,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.43904000000000004,0.43904000000000004,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,25.088000000000005,25.088000000000005,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.08780800000000002,0.08780800000000002,0.0,fixed_baseline,0,,,
