wave,iter,targets_path,rows,nroy_pct,Imax_median,Imax_p95
4,0,C:\Users\Alexander\Desktop\Education\Aspa\code\output_research_core_v3_tuned1\waves\wave_03\targets_for_wave_final.json,750.0,80.0,2.606537241987273,3.0981201698923484
4,1,C:\Users\Alexander\Desktop\Education\Aspa\code\output_research_core_v3_tuned1\waves\wave_04\targets_tuned_iter1.json,750.0,31.6,2.8993002750544763,3.347526775095514
