component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,237,6,0.02531645569620253,0.0759493670886076,0.05379746835443039,3,3
CU,0.2,237,12,0.05063291139240506,0.0759493670886076,0.05379746835443039,3,3
CU,0.3,237,15,0.06329113924050633,0.0759493670886076,0.05379746835443039,3,3
CU,0.4,237,18,0.0759493670886076,0.0759493670886076,0.05379746835443039,3,3
EV,0.1,237,3,0.012658227848101266,0.0759493670886076,0.05379746835443039,3,3
EV,0.2,237,15,0.06329113924050633,0.0759493670886076,0.05379746835443039,3,3
EV,0.3,237,15,0.06329113924050633,0.0759493670886076,0.05379746835443039,3,3
EV,0.4,237,18,0.0759493670886076,0.0759493670886076,0.05379746835443039,3,3
MD,0.1,237,18,0.0759493670886076,0.25316455696202533,0.1550632911392405,1,1
MD,0.2,237,30,0.12658227848101267,0.25316455696202533,0.1550632911392405,1,1
MD,0.3,237,39,0.16455696202531644,0.25316455696202533,0.1550632911392405,1,1
MD,0.4,237,60,0.25316455696202533,0.25316455696202533,0.1550632911392405,1,1
OU,0.1,237,12,0.05063291139240506,0.12658227848101267,0.08227848101265822,2,2
OU,0.2,237,15,0.06329113924050633,0.12658227848101267,0.08227848101265822,2,2
OU,0.3,237,21,0.08860759493670886,0.12658227848101267,0.08227848101265822,2,2
OU,0.4,237,30,0.12658227848101267,0.12658227848101267,0.08227848101265822,2,2
