wave,iter,targets_path,rows,nroy_pct,Imax_median,Imax_p95
5,0,C:\Users\Alexander\Desktop\Education\Aspa\code\output_quality_campaign_night_20260214_021850\exp02_emu_focus_high_n\waves\wave_04\targets_for_wave_final.json,750.0,54.0,2.683261605417913,3.545044477977573
